id,retweet_count,favorite_count,retweets_captured
724626186433777664,1,0,1
724121507744477184,7,1,1
723251824266870784,48,70,1
724686663344132097,2,2,1
724015015171334144,0,0,0
725011849838645248,82,129,1
722810960340062208,277,533,1
725412155357585408,14,15,1
725399054683873283,1387,722,6
725357630252789762,3,6,1
723295260613480448,386,688,1
722540311747129344,58,103,1
725210421494321152,79,92,1
725401741441814530,0,0,0
725529809489682432,0,0,0
723410903329198081,0,0,0
725665299199102976,29,104,2
725838513128792064,0,0,0
726300399704150016,0,0,0
723076596676972545,2,1,1
725917570147045376,146,169,1
725189784214364160,0,0,0
723653387976359940,1,0,1
726173143874850816,4,2,1
725523677320605696,0,0,0
725903747235241985,0,0,0
723955850054885376,0,0,0
723152469669253122,0,0,0
725426860654399489,1,0,1
726189253189730304,0,0,0
725129973053448192,7,15,1
723650788556328960,1,0,1
725109834018861057,17,26,1
724806282113327106,0,0,0
725370710563016704,0,0,0
725481155672301569,60,81,2
725137915966271488,0,0,0
723555223768199169,4,3,1
725521307861942272,0,0,0
726219299132600320,0,0,0
725378784258576384,0,0,0
723142673096425472,1,0,1
725578609562243072,0,0,0
725734075332349952,0,0,0
727569572476375043,0,0,0
724145179033231360,7,3,1
724669875902357504,39,31,1
726264883604426752,168,234,1
703050496324403200,1,0,1
725734931389927424,0,0,0
725447387435536384,0,0,0
724586404743766017,4,1,1
725843754788130816,0,0,0
726071766922178561,4,7,1
723343441703260160,0,0,0
723207187686936577,11,15,1
723912402895511553,4,4,1
723328615904075776,24,38,1
725431256897433600,10,17,1
725157685570596864,3,6,1
725515505788837889,0,0,0
725002833322344448,0,0,0
725343166279372801,0,0,0
725250257496473600,16,6,1
724033781556871168,57,40,1
725882344578633728,3,2,1
726058313046089728,39,37,1
724403000224051201,19,28,1
723155393115889664,4,2,1
726390104931991552,17,16,1
725843823679541249,0,0,0
726219019393474560,2,0,1
725361733942972417,14,15,1
725412012734447618,0,0,0
722471913268867072,17,9,1
723131415244771328,0,0,0
725417911486009345,0,0,0
724408324997832705,4,3,1
725437510722174977,15,20,1
726457198256095232,11,7,1
723907081992953858,0,0,0
726122151271628800,6,14,1
723320419890171905,0,0,0
724309232288288768,1,0,1
725298424464158720,0,0,0
725372003784507392,257,403,1
727611165048737792,0,0,0
723704407737540608,38,38,2
725539074765774849,0,0,0
725043145474473985,46,46,1
724711507083300865,31,25,1
725290021041885184,8,4,1
725504503307366401,0,0,0
725913032254083072,0,0,0
726087059253788676,0,0,0
725408758881484800,343,947,2
724611938337062913,20,14,1
727485457064452096,27,11,2
727542964784906244,2,0,1
725824067924684802,91,130,1
722566568715161600,32,39,1
727478555257491456,4,9,1
723323729695137792,19,3,1
724994190682275841,0,0,0
725511990249197572,0,0,0
727537340172914688,63,0,1
724057729439031296,1,2,1
724698761348431874,4,6,1
723213225295126528,142,45,21
725395491467317248,0,0,0
727639398142095360,2,1,1
725023689100677120,1,1,1
726163033463119872,6,6,1
725776879500709889,20,17,1
725873480160415745,0,0,0
722565025047576576,28,27,1
725284043697340416,25,17,1
725121241091297281,3,0,1
725855369587621888,4,4,1
727597532893880321,13,9,1
725330158085914624,2,1,1
725498994051321856,0,0,0
724786217116651520,0,0,0
725986636564025344,0,0,0
723226851091558400,7,4,1
725744837417390080,0,0,0
725735937020284928,2,2,1
725430638627663872,8,6,1
723114026390016001,0,0,0
723236904834084865,41,49,4
725872554842284032,7,6,2
726059922706731008,0,0,0
725163258232066049,0,0,0
726525302290128897,85,91,1
726067329889636353,4,0,1
727185098387394560,4,13,1
723873236900040704,103,115,1
722977385113522176,3,6,1
724666449659342848,0,0,0
724779324767916032,1,0,1
724395416461160448,0,0,0
725855435949891584,1,1,1
726196858255626241,0,0,0
727615676735610880,0,0,0
725549631963168768,0,0,0
725122037094604800,47,41,1
726153377978011648,6,9,1
724727723189493760,0,0,0
723367338381189122,0,0,0
723130494452416512,0,0,0
724447757310779392,0,0,0
727617065872326656,0,0,0
723286789604012032,13,9,1
726508820684394496,5,8,1
725128250373066752,0,0,0
724783516009951232,3,2,1
727130545579286528,20,24,1
722548872547930112,0,0,0
727524396701745154,57,116,2
724993904249081857,6,24,1
725536191987109888,0,0,0
725744303063052288,0,0,0
724335718248538113,4,5,1
724985700785917953,152,249,1
726425961651118080,0,0,0
725745665368817664,10,13,1
715043957995139073,840,69,1
726075204611366912,0,0,0
725472061553033217,1,0,1
725790433289330689,1,0,1
727480095884070912,3,0,1
723292024615624704,0,0,0
727447932799078400,49,42,1
725445358130724864,0,0,0
723747456878419970,8,9,1
726599200557830145,7,4,1
726047105538621440,21,5,4
725058600931102721,0,0,0
724408773624786944,10,19,2
723924678595629057,0,0,0
723236245317537792,12,22,1
726435659662028801,0,0,0
725788783833133057,1,1,1
723244369000562688,0,0,0
725141169383084032,50,46,1
723556036422959104,0,0,0
725711156686508032,1,0,1
724764612562812928,0,0,0
725065937540382720,0,0,0
724344695896170496,0,0,0
723092905494073344,0,0,0
727564323472605184,0,0,0
727531808485695488,12,21,1
724796089975480320,2,3,1
725399709880340482,3,6,1
726471746497449984,0,0,0
726100679958384640,696,601,5
726158995208192000,0,0,0
725145253427056641,1,3,1
726189951130460160,0,0,0
727169840776118272,9737,23747,8
723229293468229632,6,2,2
725712277526175744,123,77,1
725039128279154690,0,0,0
723555786916564992,0,0,0
726586446992154624,76,105,1
726164624874283008,17,27,1
725449266286587904,2,1,1
724407231400280065,4,4,1
722713609374146560,0,0,0
726421098477187072,0,0,0
725384697904254976,0,0,0
727558001280856064,0,0,0
724430890961637376,0,0,0
724255328473354240,34,48,2
724823609487798272,0,0,0
725404188583321604,1,0,1
725371104026570752,1,0,1
722887014278795265,0,0,0
725120434530721792,0,0,0
725110858502803456,32,97,3
722887225625608194,0,0,0
725502151057936384,1,0,1
726201575576760320,0,0,0
721524321210933248,367,1960,1
722942389745266688,96,96,1
726022519254216704,0,0,0
726174512102830080,0,0,0
724697782297059328,1,1,1
724259359794941952,3,1,1
724311553336578048,3,12,1
723352214262009856,0,0,0
727495482172272641,0,0,0
726556108169551872,10,18,1
716354916214648833,5467,6565,1
723973616593936387,0,0,0
725441853173194753,3,3,1
727584045723328513,29,21,1
724998163933843458,0,0,0
723316004101595136,0,0,0
724779724044664832,25,53,1
725512181622657024,2,0,2
726559135538376705,0,0,0
725045630893232128,14,17,1
726260942481285120,0,0,0
727641818758787072,0,0,0
725842382550228992,113,175,3
724181776009142273,0,0,0
711717698984550400,13,16,1
726093110455980032,24,17,2
726128902771453954,9,7,1
725167651505471488,6,4,1
723343390302191617,0,0,0
723296136379785216,5,7,1
726241021604962305,14,5,1
722213387128549376,7605,6755,1
724619948488675328,4,4,1
727566753841225729,3,6,1
726478817867497472,6,11,1
726166910375710720,0,0,0
725419790676848640,0,0,0
726251261432090624,0,0,0
725794663320293376,0,0,0
724711425214550016,4,0,1
723355055491960832,1,0,1
726125743307108352,13,6,1
727507659063062529,0,0,0
725710064783228928,2,0,1
727421465398808576,1,1,1
726618074057580545,0,0,0
727452792034455552,68,122,22
725201323436707840,0,0,0
726564136432205824,66,54,1
725168920609603586,0,0,0
723347228706897920,6,1,1
723625013216161793,90,109,1
726229691103895552,0,0,0
724777861593313280,0,0,0
726134506856439808,0,0,0
725243170670415872,3,1,1
726116457231224832,0,0,0
723118280953585665,24,34,1
725025491833487363,1,2,1
727614130287431680,0,0,0
725503536834961409,0,0,0
725819117203116032,0,0,0
724657024643043329,7,4,1
725593180914110464,0,0,0
725426440368472065,0,0,0
724691039580229632,0,0,0
723138415655563264,0,0,0
725841533832818688,0,0,0
723302021705637888,0,0,0
723390688918835200,10,4,1
723490548175253504,5,5,1
724829746803183616,0,0,0
724819435748528128,0,0,0
725129339193405440,0,0,0
727612495473434624,0,0,0
726111313902997505,0,0,0
725517345284837376,126,167,1
725475221575110656,1,4,1
725121800728801280,0,0,0
723191073615536130,83,103,1
726140907309928448,0,0,0
726068904666140672,388,832,1
725152200549404672,275,354,1
726441798508359680,0,0,0
725870646098452480,0,0,0
723236070700228608,4,16,1
727574236387123200,0,0,0
726423933046628352,1,1,1
722569292605104129,0,0,0
723049669958344704,1,0,1
724465897889386496,11,24,1
726203587567689728,30,40,1
726018224748290048,16,16,1
726106182805381121,21,14,1
725543421394427904,0,0,0
725809108138397696,0,0,0
723213101655453696,0,0,0
724743159519936512,0,0,0
724413633053089792,0,0,0
723807692893085696,14,15,1
725997327308058625,0,0,0
724703147097133056,0,0,0
723252432541618176,1,3,1
725892751011799040,0,0,0
723206013474623488,0,0,0
726387256492060672,4,4,1
725224913158688768,0,0,0
725056013729206272,57,64,1
725677148976103424,0,0,0
725856529375760386,0,0,0
725152388806377473,0,0,0
724202666276978689,0,0,0
726508926326329345,0,0,0
725423547229687808,1,0,1
725886371362000896,0,0,0
725471370264469504,42,48,1
725982209723637760,1,0,1
723247326509305856,0,0,0
722632138114342912,26,51,1
723538664928776193,1,0,1
724062116106231809,3,1,1
726506932635361280,0,0,0
724843647196340224,0,0,0
725422180264202241,0,0,0
727333884791148544,1,1,1
725052285760462849,4,1,1
726266998657699840,0,0,0
718797704487428098,113,127,2
724998786582466560,2,14,1
725155373376782336,0,0,0
727573807305773056,0,0,0
727168034587070464,97,89,2
725119004273053696,0,0,0
724005334466048000,1,1,1
722881678931267585,13,7,1
726150862108684289,0,0,0
725239474452611072,26,30,2
724325264910614529,33,4,1
727490092546183169,0,0,0
723881555890827265,4,1,1
724654261540368384,1,3,1
723771143518298113,0,0,0
722884822578769920,0,0,0
723346060723249152,0,0,0
725356894420910080,0,0,0
727623715836428288,0,0,0
725485765191299072,0,0,0
727465904817233921,16,17,1
723164435481661440,59,58,1
726258796775899136,4,1,1
726108432873447424,11,8,1
723294906265935872,16,34,1
723238738944368640,9,20,1
725755227220152321,8,8,1
725652582698471424,0,0,0
725521689568808960,0,0,0
725121067543465985,0,0,0
725417681508294656,3,4,1
724595609127260161,36,38,1
725731701159256064,6,5,1
727575154184880130,0,0,0
726139266456256513,0,0,0
725685244108636160,0,0,0
725113773703462912,433,464,1
725732598232678406,0,0,0
725310561047597056,0,0,0
726390201573097473,0,0,0
723952303917674497,0,0,0
726599714817208320,142,150,2
725674885469622272,1,2,1
725761672938311681,0,0,0
724296927559471104,3,4,1
725350330276405248,0,0,0
723624408263196672,0,0,0
725835596397076480,3,1,1
723240504993931264,0,0,0
725000883428282368,0,0,0
726240586743746560,26,23,1
726496663033008132,0,0,0
725187129077325824,0,0,0
725407309921280001,0,0,0
725737709096996864,4,1,1
724790689301708800,0,0,0
725837951813324800,0,0,0
722264434136190977,324,254,1
725419142916923392,14,27,1
726106410669371392,1,0,1
727522375969964032,0,0,0
725187697069846528,0,0,0
723134050601295872,167,188,1
723363484327510017,0,0,0
724780205743607808,0,0,0
725656241951936513,0,0,0
723285068353929216,0,0,0
724226837258342401,15,113,1
725121006273224704,28,9,1
724975451509149696,0,0,0
725730333287665664,2,2,1
725813930543714304,0,0,0
724394650224615424,37,46,1
723120673921466368,26,33,1
620979640476119040,2,0,1
725791046668439552,0,0,0
725571475680325633,6,5,1
725379253999656960,0,0,0
725786925597122561,0,0,0
727497392145207296,0,0,0
723727709390540801,4,2,1
725206769383952384,3,1,1
723326745638739969,89,118,1
725326582030700546,19,33,2
727545918627663872,1,0,1
726169665655963648,1,0,1
693783087503642624,28449,39388,1
726416468947034113,0,0,0
726025842048929792,0,0,0
722492702726729728,913,1180,5
724657751373148164,24,27,1
725792557448441856,3,3,1
727360596883034112,3,3,1
727539603675201536,8,2,1
725533178820177921,132,168,1
723983858350219266,0,0,0
724131339927171072,2,3,1
725828144356274176,0,0,0
723930708251684864,6,6,2
727465425018167300,14,8,1
725727179267530752,16,15,2
725760248494100481,9,10,1
727292544913137664,69,143,1
708294372148772864,21973,37537,1
725087155245174784,1,1,1
725464161841504257,0,0,0
725482932287225856,8,7,1
725797039141871616,0,0,0
724000691069550592,0,0,0
725997550478741504,0,0,0
700177450853146625,544,633,1
724720360399233024,123,128,1
726059319486078976,3,2,1
727596401761357824,0,0,0
727576756400463872,25,22,1
725814100748443648,52,79,1
724632971169374209,2,2,1
725768384156033024,1,5,1
723996535797649410,0,0,0
723730590382608385,42,24,1
723289958111391744,0,0,0
725461681997012992,0,0,0
725422576936300545,28,15,1
725312234675691521,6,21,1
726097064824832001,12,18,1
723269880259043328,0,0,0
725751207961067520,3,5,1
725672905913282561,52,54,2
726149495419858945,0,0,0
723206403385499648,0,0,0
724987658276077568,1,0,1
726216121603395584,1,0,1
726585774548742144,0,0,0
726461230907576321,394,521,4
725698946505404416,0,0,0
724292265162760193,0,0,0
727481365244030976,1,0,1
724080361714552833,51,35,1
726179404582285312,37,42,2
725829292328783872,0,0,0
725472074488147969,0,0,0
725584298586181633,0,0,0
723184088979374080,3,2,1
723279734055002112,0,0,0
727503166682501120,5,3,1
726566624162095104,22,34,2
724353741135081472,3,0,1
725182374225412097,24,19,1
725134270944165888,0,0,0
726437388646502400,1,1,1
726464509100064769,0,0,0
726084977595695104,0,0,0
724731864787877889,5,4,1
725883939798147072,38,21,1
726143508340416512,0,0,0
723721381133844480,15,18,1
724261599456972800,0,0,0
726064395789426688,0,0,0
723652499912056833,0,0,0
723634944489086976,0,0,0
722964344292691972,65,122,1
726451782054871040,3,1,1
724453750413238272,0,0,0
726100960544612353,304,413,2
724424960970756096,0,0,0
724733355527385089,0,0,0
725170813649833984,0,0,0
725370143304470529,0,0,0
725538367371239424,111,73,1
725002105803657217,0,0,0
726493096674877441,0,0,0
724283579103109121,0,0,0
727499216713601024,0,0,0
723221280699367426,7,11,1
725312395535519748,2,3,1
723286491762286592,0,0,0
726014564563836928,0,0,0
722548739101949952,0,0,0
723302126932336640,0,0,0
727619646636097538,1,0,1
722893365662986241,4,3,1
723287172854493184,0,0,0
725594648580857856,0,0,0
725372224736223232,2,3,1
726181039425515520,25,24,1
724348431255392258,0,0,0
727570897930846208,4,3,1
727586955777564673,1,1,1
723235739056652289,0,0,0
724951342150770689,0,0,0
725853669489557505,20,49,1
724167949695651840,1,0,1
724456226763870208,0,0,0
725702474963816448,0,0,0
722864703970611200,524,524,1
724946378904997890,3735,3082,2
725146109774073856,70,57,1
724942396342063105,0,0,0
724793132815142913,42,56,1
725325497668759553,8,4,1
725074708794871808,2,0,1
724118254717906945,0,0,0
727542059733676037,0,0,0
725130946505224197,0,0,0
726583819139178496,1,1,1
726209201144516609,0,0,0
714522375446994944,4734,7119,4
726225097103687680,0,0,0
727290692934983680,8,18,1
726166036345704449,0,0,0
725490659277312001,1,1,1
710521660256952321,389,383,1
722524980731228160,0,0,0
725146948697772033,0,0,0
723207743411228673,0,0,0
726516626137464832,0,0,0
723321776218988545,11,15,1
725370607328616448,0,0,0
725399054612467712,38,37,1
726218563673972736,39,66,1
724253034029584386,2,3,1
727596003759693824,0,0,0
724778788941365248,56,97,1
724972395753279489,0,0,0
725495641967751168,2,3,1
724782477471027200,0,0,0
725114392757542912,318,508,3
726249289710628864,10,12,1
723919285639237632,4,1,1
727534247314112512,3,4,1
723591708915568640,51,41,2
724996919618113537,1,0,1
723216308758831104,0,0,0
724844179008970752,0,0,0
722550347252637698,39,41,4
725980605884846080,0,0,0
725199781405052929,0,0,0
723633797523189760,0,0,0
726103243894353920,0,0,0
726483924088700933,1,1,1
725505600554061824,0,0,0
726161543746998272,0,0,0
726185797972418561,0,0,0
725391260761100289,2,4,1
724322032767361025,22,61,2
727568084828065794,0,0,0
723546156815507456,0,0,0
724682494449209344,4,9,1
726231602930573312,0,0,0
725470557689503744,0,0,0
725716702940545025,0,0,0
724303156444684289,0,0,0
725878798927818752,0,0,0
726480794743533568,2,2,2
722517641148166145,0,0,0
725130512680013824,1,1,1
725821225579253768,0,0,0
725578987846520832,88,88,1
725096937557483521,19,15,1
726078665444847616,0,0,0
725487490933612544,12,12,2
723695941027397634,54,64,1
725783957883740161,0,0,0
719767077502992384,5,6,2
723659510255083520,0,0,0
723939204896591873,0,0,0
722967175032496129,187,241,1
725437128679657472,0,0,0
710502610172780544,1175,1172,3
724901343991861248,0,0,0
723295568227917824,1,0,1
703429794403262464,2713,3770,3
722583914313883648,119,119,1
723069375348133888,0,0,0
722876253058002948,0,0,0
724627868764897280,34,24,1
726398481028538372,0,0,0
726203910193569793,0,0,0
725399335383502849,0,0,0
724625272364920833,0,0,0
725700571093602306,0,0,0
724214661730717696,7,6,1
722532009462120448,0,0,0
724412443129159680,158,292,1
725774011767115776,0,0,0
726030094028955648,1,0,1
724445896189030401,0,0,0
727468121590628353,0,0,0
723390475890089986,0,0,0
723229171741122561,61,104,1
726492307420110848,3,0,1
725469333024063489,0,0,0
723041763938603009,3,2,1
725715233054986240,0,0,0
727263944545456128,398,851,1
725382362570301444,273,418,2
725366929813295104,17,7,1
723636356275118080,0,0,0
724704227734478850,0,0,0
727347863630401538,37,29,1
725007012795396099,30,27,1
724493428546002945,1,0,1
723987407788347396,0,0,0
723911397969678336,6,1,1
725414081797210112,10,8,1
726421971169370118,0,0,0
726185633467617280,0,0,0
723146255854133248,0,0,0
726560229698195456,0,0,0
725536401324830720,3,2,1
725743842733920256,0,0,0
726420729026203649,0,0,0
727634616232902656,37,20,1
724644619380772864,0,0,0
726242940100612098,0,0,0
725179686460891136,0,0,0
724994387046862848,0,0,0
726552973992693760,42,40,1
726152163521519617,0,0,0
725494430006960133,0,0,0
725683508027514880,2,2,1
725748779148808192,0,0,0
725847160659419136,0,0,0
724266702444236800,74,42,2
725087795853811712,6,9,1
723160896592191489,26,31,1
725094056615809024,12,12,1
726635793272414209,11,22,1
725135550747922432,0,0,0
725130581797818368,0,0,0
727446690706255872,15,61,1
726483004143575042,0,0,0
726076454769815552,0,0,0
723278892220461064,28,33,1
727570443255697410,0,0,0
722278505518669825,22,11,1
723623571990282240,0,0,0
724674796613713920,303,893,1
724609898114207745,2,0,1
723273937036140545,899,920,15
725192329171226624,0,0,0
725667716703604737,1,0,1
725154306920439812,35,54,1
724230979439742978,0,0,0
726963564234297345,110,175,1
721858894880878592,171,178,1
725930204753879040,9,8,1
723889438540083201,0,0,0
724621559223058432,16,17,1
724697304213671937,0,0,0
726120029343875073,0,0,0
720506326317678593,4,5,1
727462946289291264,0,0,0
725137498956005376,0,0,0
722760154387738630,23,17,1
725527663775997956,1,1,1
725761783948959744,0,0,0
723269999532462081,0,0,0
726440946464751617,0,0,0
725144241169641473,1,5,1
725567384606617600,0,0,0
726059818658701312,0,0,0
724985388809474053,22,13,1
723663626662457344,0,0,0
725844887220920321,292,581,3
723945884342468609,2,0,1
724586906223271940,0,0,0
726532232106516481,0,0,0
727589204969033729,4,3,2
726441847221006338,0,0,0
725122386048212993,71,101,1
726472930385776641,1,0,1
725217664138760193,15,25,1
725389864376655872,0,0,0
725440369194717184,0,0,0
727576278962835456,0,0,0
726057733485547520,8,9,1
722889261951754240,15,73,1
723235756542693376,0,0,0
718935755792519168,120,153,1
723293558636158977,3,0,1
723269149464645636,0,0,0
674247925543911424,1,0,1
725932509158998016,0,0,0
725781648428535809,0,0,0
724635986504892416,0,0,0
725162947526430720,0,0,0
725776283259555841,0,0,0
724570889308766208,0,0,0
725880855986479104,24,28,1
723543402156056576,117,204,3
725114628393590785,0,0,0
727389670590423040,109,152,1
725287415598989312,80,56,1
727442786291748864,3,1,1
723524812384133121,1,0,1
723252796271652864,0,0,1
725351095346692096,0,0,0
725467902296612866,1,1,1
726164569488384000,149,156,2
725862617122783234,0,0,0
726083405574733825,0,0,0
725322703998205952,1,1,1
727428134258245632,0,0,0
726481171375357952,0,0,0
723364423486689280,5,4,1
724590362077982720,41,43,1
722981978987855872,3,8,1
724132483202056193,0,0,0
723464160437231617,1,1,1
725133864323051520,33,7,1
724384537422225408,0,0,0
725752703792472064,3,0,1
725124601152442368,0,0,0
722879101124542464,0,0,0
725408211361210372,11,9,1
727641297184555008,0,0,0
727425484737253376,3,1,1
726083543307309057,5,11,1
727405881483120640,0,0,0
726244764862042113,0,0,0
725732815791337472,0,0,0
723147791879512064,0,0,0
724932063380529152,5,3,1
725778844729249792,4,3,1
725752893958184960,0,0,0
725831456472309761,10,8,1
725180195234304000,5,3,1
724570966097956866,0,0,0
727508931333869568,2,1,1
726416597737431041,3,2,1
723276974383312897,25,85,1
723904518971371520,58,7,1
725660604258623489,0,0,0
726062449045192705,1,1,1
723331817554636801,0,0,0
724989234256449536,47,147,1
725766356151341057,0,0,0
723523023328833536,0,0,0
722883130688835584,4,4,1
725831925324083201,1,0,1
724601263585943553,0,0,0
723213248716120064,6,5,1
727519706714877952,1,0,1
724760344351010817,5,6,2
726231039287431168,0,0,0
725881732956708866,10,5,1
723246845267443712,1,0,1
724575757499043840,0,0,0
723595477900517376,0,0,0
727644775718002689,1,1,1
725664991378989056,0,0,0
725128831221129217,4,6,1
725384546842251264,0,0,0
725390629899923456,0,0,0
726120884675686401,524,1026,2
725450885074137092,0,0,0
723943060720119808,0,0,0
727548905093632000,0,0,0
724669599845912577,0,0,0
725346003201609728,0,0,0
725547975578013697,0,0,0
727313571340759040,33,51,1
725350588259520512,0,0,1
725322903328296960,8,3,1
725437555303280640,0,0,0
723639626158710785,0,0,0
726149640651825153,0,0,0
727614377872920576,0,0,0
727552590532120576,0,0,0
723130421702057986,2,1,1
725740704945831937,21,22,1
720287802039017476,399,253,1
725921873398108160,0,0,0
725820892618625025,360,1731,1
723110893383458816,0,0,0
726546236854120449,10,12,1
722505043090386944,26,40,1
